Country Name,Country Code,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,
South Sudan,SSD,,,,,,,3.829969245,4.51615373,5.5,6.6797280510287,,
Sub-Saharan Africa,SSF,3.42200151126783,3.88049341757968,4.59867606715362,6.99257850690158,8.38288624439217,10.2633605221139,12.3239868261333,14.6865236009135,18.0671317959267,19.8507023234738,,
Small states,SST,17.2525912461531,19.8689467747055,22.2647064874585,25.7245743108152,29.983764018824,32.6752226607229,36.88792962948,40.4491782986644,43.7083022836459,46.2681756845194,,
Sao Tome and Principe,STP,14.5904831987414,15.48,16.41,18.75,20.1612,21.5724,23,24.41,25.82,28,,
Suriname,SUR,14.11,21.06,31.36,31.59,32,34.6812,37.4,40.08,42.763827782511,45.4,,
Slovak Republic,SVK,61.8,66.05,70,75.71,74.4399971746757,76.7099901181121,77.8826,79.98,77.6347,80.4759,81.6256675172655,
Slovenia,SVN,56.74,58,64,70,67.3399948092396,68.3499745287825,72.6756,71.59,73.0987,75.4985042610791,78.8854263554775,
Sweden,SWE,82.01,90,91,90,92.7699860554046,93.1799880065108,94.7836,92.52,90.6102,89.6509476102355,96.4096452795113,
Eswatini,SWZ,4.1,6.85,8.94,11.04,18.13,20.7817825772944,24.7,26.17500573,25.64304231,28.5735227827685,,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,
Seychelles,SYC,38.38,40.44,,41,43.16400446,47.076,50.4,51.25470199,54.25961786,56.5147081470678,,
Syrian Arab Republic,SYR,11.5,14,17.3,20.7,22.5,24.3001,26.2,28.09,29.979797235769,31.869627268866,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,
Chad,TCD,0.847224520710968,1.19,1.5,1.7,1.9,2.10000000005453,2.5,2.9,3.5,5,,
East Asia & Pacific (IDA & IBRD countries),TEA,14.5601609235034,19.5008006552296,24.0646803790134,29.3201332503983,32.786770696938,36.5105275849203,39.6964037227125,42.0464015786606,45.2146343589979,48.4267745852469,51.2753038315171,
Europe & Central Asia (IDA & IBRD countries),TEC,23.0066727237406,26.5929511752245,30.3788392261611,38.1035863817988,42.5399234399247,50.0897316408393,53.752229542288,57.7917904432631,59.739381396377,63.459594101046,72.0038406778613,
Togo,TGO,2.2,2.4,2.6,3,3.5,4,4.5,5.7,7.12,11.31,12.3602249692905,
Thailand,THA,20.03,18.2,20.1,22.4,23.669925618731,26.46,28.94,34.89,39.3161267365004,47.5049656215909,52.8919293439676,
Tajikistan,TJK,7.19761951797855,8.78,10.07,11.55,13.03,14.51,16,17.49,18.980000000495,20.470000000055,,
Turkmenistan,TKM,1.40636068812023,1.75,1.95,3,5,7.1958,9.6,12.2,14.996774820447,17.990324461341,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,23.904318941437,26.6769756759166,31.2757913259797,34.9844533557924,39.7128396195224,43.4044968854807,46.4334790891338,48.9456618220403,54.8077229880011,57.5699054735836,,
Timor-Leste,TLS,1,1.5,2,3,4,7,11,17.5,23,25.24624959,,
Middle East & North Africa (IDA & IBRD countries),TMN,11.8381117637499,14.9616993952708,17.612149286553,20.5290038217237,22.7970986345971,26.0565215045045,29.5945747817045,34.5997764517687,38.9046280583301,42.8704415472246,53.0825117804765,
Tonga,TON,7.17986532901248,8.11076994380395,10,16,25,30,32.75396061,35.95444145,38.65127243,39.95,,
South Asia (IDA & IBRD),TSA,3.96509886727022,4.40893543840264,5.14946775721559,7.20578379120846,9.39809663550123,11.5208599387926,13.7562134401879,19.0832762245184,23.2035725566791,26.4777357008626,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,3.42200151126783,3.88049341757968,4.59867606715362,6.99257850690158,8.38288624439217,10.2633605221139,12.3239868261333,14.6865236009135,18.0671317959267,19.8507023234738,,
Trinidad and Tobago,TTO,32.3,34.8,44.3,48.5,55.2,59.5162,63.8,65.1,69.198470608693,73.296941218486,,
Tunisia,TUN,17.1,27.53,34.07,36.8,39.1,41.4416,43.8,46.16,46.5,49.6,55.5,
Turkey,TUR,28.63,34.37,36.4,39.82,43.065710430925,45.13,46.25,51.04,53.7449791423583,58.3477340145685,64.6846176835371,
Tuvalu,TUV,10,15,20,25,30,35,37,39.2,42.7,46.0091515110578,,
Tanzania,TZA,1.6,1.9,2.4,2.9,3.2,3.95,4.4,7,10,13,,
Uganda,UGA,3.67196535074744,7.9,9.78,12.5,13.01354333,14.1,15.5,16.9,17.83485947,21.87617046,,
Ukraine,UKR,6.55,11,17.9,23.3,28.7082628400713,35.27,40.954128997,46.2359754571651,48.8846436813218,53,,
Upper middle income,UMC,18.4986059436412,23.2501056299705,28.2197578186945,33.4745079185746,37.7184641228504,42.3664633977108,45.7345338552936,48.5633969501183,51.9725651389934,55.2661929975714,57.9339292566533,
Uruguay,URY,34,39.3,41.8,46.4,51.4046610563616,54.453768680746,57.69,61.46,64.6,66.4,,
United States,USA,75,74,71,71.69,69.7294607619268,74.7,71.4,73,74.5542024462761,76.176736982841,,
Uzbekistan,UZB,7.49060468138629,9.0801145234501,11.9,15.9,18.6,23.6,26.8,35.5,42.8,46.7912869407806,,
St. Vincent and the Grenadines,VCT,16,21,31,33.7,36.7,40,43.5,47.4,51.77,55.5746194230166,65.56,
"Venezuela, RB",VEN,20.83,25.88,32.7,37.37,40.22,49.0500830729861,54.9,57,61.869248094278,60,,
British Virgin Islands,VGB,,,36,37,37.4,37.6,,,,,,
Virgin Islands (U.S.),VIR,27.3393358364014,27.3617774210613,27.3965096846662,31.22,35.6,40.5479,45.3,50.07,54.839137296,59.60831579895,,
Vietnam,VNM,20.7554447679753,23.92,26.55,30.65,35.07,36.8,38.5,41,43.5,46.5,,
Vanuatu,VUT,6.8,7.26911992337492,7.5,8,9.2,10.598,11.3,18.8,22.351404582536,24,,
World,WLD,20.4254798468364,22.9505607103812,25.3563448209692,28.7336041746693,31.1245061343792,34.1934316686308,36.7246385665243,39.7719529967186,43.0066998196931,45.7936844622977,,
Samoa,WSM,4.74998323535329,5.03161531623702,6,7,11,12.92249,15.3,21.2,25.407009766593,29.4117301129981,,
Kosovo,XKX,,,,,,,,,,,,
"Yemen, Rep.",YEM,5.01,6.89,9.96,12.35,14.905,17.4465,20,22.55,24.08540947,24.5792083636211,,
South Africa,ZAF,8.06537517355504,8.43,10,24,33.97,41,46.5,49,51.919115722747,54,,
Zambia,ZMB,4.87,5.55,6.31,10,11.5,13.4682,15.4,19,21,25.5065788475702,,
Zimbabwe,ZWE,3,3.5,4,6.4,8.4,12,15.5,16.3647399572904,22.7428181020497,23.11998904,,
